Hosp_Name,Hosp_ID,Hosp_Address,City,State,Action,DT_Action
Saint Francis Hospital,6204,114 Woodland Street,Hartford,CT,Closure Notice,2022-06
Saint Francis Hospital,6349,701 N Clayton St,Wilmington,DE,Warning Notice,2023-03
Saint Francis Hospital,6349,701 N Clayton St,Wilmington,DE,Closure Notice,2023-06
Saint Francis Hospital,6204,114 Woodland Street,Hartford,CT,Met Requirements,2023-06
Saint Francis Memorial Hospital,6353,900 Hyde Street,San Francisco,CA,Met Requirements,2023-01
Saint John's Regional Medical Center,6365,1600 North Rose Avenue,Oxnard,CA,Met Requirements,2023-02
Saint Joseph Health Mishawaka Medical Center,5538,5215 Holy Cross Pkwy,Mishawaka,IN,Met Requirements,2023-06
Saint Joseph Hospital,5533,1375 E 19th Ave,Denver,CO,Warning Notice,2023-04
Saint Joseph Hospital,5533,1375 E 19th Ave,Denver,CO,CAP Request,2023-07
Saint Joseph Hospital,5533,1375 E 19th Ave,Denver,CO,Closure Notice,2023-08
Saint Joseph's Hospital and Medical Center,6379,350 W. Thomas Road,Phoenix,AZ,Warning Notice,2021-04
Saint Joseph's Hospital and Medical Center,6379,350 W. Thomas Road,Phoenix,AZ,CAP Request,2021-09
Saint Joseph's Hospital and Medical Center,6379,350 W. Thomas Road,Phoenix,AZ,Closure Notice,2022-03
Saint Luke's University Hospital - Bethlehem,6262,801 Ostrum Street,Bethlehem,PA,Warning Notice,2021-08
Saint Luke's University Hospital - Bethlehem,6262,801 Ostrum Street,Bethlehem,PA,Closure Notice,2022-04
Saint Mark's Medical Center,6412,One St Mark's Place,La Grange,TX,Met Requirements,2023-10
Saint Mary's Hospital,5552,56 Franklin St,Waterbury,CT,Met Requirements,2023-11
St. Mary's Regional Hospital,6279,2635 N 7th Street,Grand Junction,CO,Met Requirements,2023-02
Saint Vincent Healthcare,6300,1233 North 30th Street,Billings,MT,Warning Notice,2021-10
Saint Vincent Healthcare,6300,1233 North 30th Street,Billings,MT,CAP Request,2022-07
Saint Vincent Healthcare,6300,1233 North 30th Street,Billings,MT,Closure Notice,2022-09
Saint Vincent Healthcare,6300,1233 North 30th Street,Billings,MT,CAP Request,2023-11
Saint Vincent Healthcare,6300,1233 North 30th Street,Billings,MT,Closure Notice,2023-11
Saint Vincent Hospital,6302,123 Summer Street,Worcester,MA,Warning Notice,2023-04
Saint Vincent Hospital,6302,123 Summer Street,Worcester,MA,Closure Notice,2023-08
Salem Township Hospital,5575,1201 Ricker Drive,Salem,IL,Warning Notice,2023-05
Salem Township Hospital,5575,1201 Ricker Drive,Salem,IL,Closure Notice,2023-09
Salina Regional Health Center,5577,400 South Santa Fe Avenue,Salina,KS,Met Requirements,2023-05
Samaritan Hospital,5586,2215 Burdett Ave,Troy,NY,Met Requirements,2023-11
Samaritan Hospital - Albany Memorial Campus,101,600 Northern Blvd,Albany,NY,CAP Request,2023-06
Samaritan Hospital - Albany Memorial Campus,101,600 Northern Blvd,Albany,NY,CMP Notice,2023-08
Samaritan Hospital - Albany Memorial Campus,101,600 Northern Blvd,Albany,NY,Closure Notice,2023-09
Sampson Regional Medical Center,5592,607 Beaman Street,Clinton,NC,Met Requirements,2023-02
San Antonio Regional Hospital,5598,999 San Bernardino Road,Upland,CA,Met Requirements,2023-03
San Gabriel Valley Medical Center,5605,438 W. Las Tunas Drive,San Gabriel,CA,Warning Notice,2023-03
San Gabriel Valley Medical Center,5605,438 W. Las Tunas Drive,San Gabriel,CA,CAP Request,2023-06
San Gabriel Valley Medical Center,5605,438 W. Las Tunas Drive,San Gabriel,CA,Closure Notice,2023-11
San Jose Behavioral Health,5611,455 Silicon Valley Boulevard,San Jose,CA,Warning Notice,2023-03
San Jose Behavioral Health,5611,455 Silicon Valley Boulevard,San Jose,CA,CAP Request,2023-07
San Jose Behavioral Health,5611,455 Silicon Valley Boulevard,San Jose,CA,Closure Notice,2023-11
San Juan Hospital,5612,380 West 100 North,Monticello,UT,Warning Notice,2023-07
San Juan Hospital,5612,380 West 100 North,Monticello,UT,Closure Notice,2023-10
San Juan Regional Medical Center,5613,801 West Maple Street,Farmington,NM,Warning Notice,2023-01
San Juan Regional Medical Center,5613,801 West Maple Street,Farmington,NM,CAP Request,2023-05
San Juan Regional Medical Center,5613,801 West Maple Street,Farmington,NM,Closure Notice,2023-06
San Mateo Medical Center,5619,222 West 39th Avenue,San Mateo,CA,Warning Notice,2023-08
San Mateo Medical Center,5619,222 West 39th Avenue,San Mateo,CA,Closure Notice,2023-11
Sana Behavioral Health Hospital-Las Vegas,5623,5975 West Twain Avenue,Las Vegas,NV,Warning Notice,2023-05
Sana Behavioral Health Hospital-Las Vegas,5623,5975 West Twain Avenue,Las Vegas,NV,Met Requirements,2023-08
Sanford Medical Center - Bismarck,5629,300 N 7th St,Bismarck,ND,Warning Notice,2023-04
Sanford Medical Center - Bismarck,5629,300 N 7th St,Bismarck,ND,CAP Request,2023-08
Sanford Medical Center - Bismarck,5629,300 N 7th St,Bismarck,ND,Closure Notice,2023-10
Sanford Medical Center Fargo,5641,5225 23rd Ave S,Fargo,ND,Warning Notice,2023-05
Sanford Medical Center Fargo,5641,5225 23rd Ave S,Fargo,ND,CAP Request,2023-08
Sanford Medical Center Fargo,5641,5225 23rd Ave S,Fargo,ND,Closure Notice,2023-10
Sanford USD Medical Center,5649,1305 West 18th Street,Sioux Falls,SD,Warning Notice,2023-04
Sanford USD Medical Center,5649,1305 West 18th Street,Sioux Falls,SD,CAP Request,2023-08
Sanford USD Medical Center,5649,1305 West 18th Street,Sioux Falls,SD,Closure Notice,2023-10
Santa Clara Valley Medical Center,5656,751 S Bascom Avenue,San Jose,CA,Warning Notice,2023-04
Santa Clara Valley Medical Center,5656,751 S Bascom Avenue,San Jose,CA,Closure Notice,2023-08
Santa Rosa Behavioral Healthcare Hospital,383,1287 Fulton Road,Santa Rosa,CA,Warning Notice,2022-07
Santa Rosa Behavioral Healthcare Hospital,383,1287 Fulton Road,Santa Rosa,CA,CAP Request,2022-11
Santa Rosa Behavioral Healthcare Hospital,383,1287 Fulton Road,Santa Rosa,CA,Closure Notice,2023-04
Santa Rosa Medical Center,5660,6002 Berryhill Rd,Milton,FL,Met Requirements,2023-02
Sarasota Memorial Hospital - Sarasota Campus,5667,1700 S Tamiami Trl,Sarasota,FL,Warning Notice,2021-09
Sarasota Memorial Hospital - Sarasota Campus,5667,1700 S Tamiami Trl,Sarasota,FL,Closure Notice,2022-06
Satanta District Hospital,5670,401 Cheyenne Ave,Satanta,KS,Met Requirements,2023-02
Savoy Medical Center,5674,801 Poinciana Ave,Mamou,LA,CAP Request,2023-05
Savoy Medical Center,5674,801 Poinciana Ave,Mamou,LA,Closure Notice,2023-07
Scripps Mercy Hospital,5704,4077 Fifth Avenue,San Diego,CA,Warning Notice,2021-05
Scripps Mercy Hospital,5704,4077 Fifth Avenue,San Diego,CA,CAP Request,2021-10
Scripps Mercy Hospital,5704,4077 Fifth Avenue,San Diego,CA,Closure Notice,2022-01
Select Specialty Hospital - Cleveland Fairhill,5732,11900 Fairhill Road,Cleveland,OH,Warning Notice,2023-03
Select Specialty Hospital - Cleveland Fairhill,5732,11900 Fairhill Road,Cleveland,OH,CAP Request,2023-06
Select Specialty Hospital - Cleveland Fairhill,5732,11900 Fairhill Road,Cleveland,OH,Closure Notice,2023-08
Select Specialty Hospital - Columbus East,5787,"181 Taylor Ave, 6th Floor",Columbus,OH,CAP Request,2023-09
Select Specialty Hospital - Columbus East,5787,"181 Taylor Ave, 6th Floor",Columbus,OH,Met Requirements,2023-10
Seneca Healthcare District Hospital,5820,130 Brentwood Drive,Chester,CA,Warning Notice,2023-03
Seneca Healthcare District Hospital,5820,130 Brentwood Drive,Chester,CA,Closure Notice,2023-07
Sentara Leigh Hospital,5829,830 Kempsville Road,Norfolk,VA,Warning Notice,2021-07
Sentara Leigh Hospital,5829,830 Kempsville Road,Norfolk,VA,CAP Request,2022-01
Sentara Leigh Hospital,5829,830 Kempsville Road,Norfolk,VA,Closure Notice,2022-03
Sentara Norfolk General Hospital,5830,600 Gresham Drive,Norfolk,VA,Warning Notice,2021-07
Sentara Norfolk General Hospital,5830,600 Gresham Drive,Norfolk,VA,CAP Request,2022-01
Sentara Norfolk General Hospital,5830,600 Gresham Drive,Norfolk,VA,Closure Notice,2022-03
Sentara Rmh Medical Center,5834,2010 Health Campus Drive,Harrisonburg,VA,Warning Notice,2021-08
Sentara Rmh Medical Center,5834,2010 Health Campus Drive,Harrisonburg,VA,Closure Notice,2022-03
Sentara Virginia Beach General Hospital,5835,1060 First Colonial Road,Virginia Beach,VA,Warning Notice,2021-12
Sentara Virginia Beach General Hospital,5835,1060 First Colonial Road,Virginia Beach,VA,Closure Notice,2023-02
Sequoia Hospital,5838,170 Alameda De Las Pulgas,Redwood City,CA,Met Requirements,2023-01
Seven Hills Hospital,5846,3021 W Horizon Ridge Pkwy,Henderson,NV,Warning Notice,2023-03
Seven Hills Hospital,5846,3021 W Horizon Ridge Pkwy,Henderson,NV,CAP Request,2023-07
Seven Hills Hospital,5846,3021 W Horizon Ridge Pkwy,Henderson,NV,Closure Notice,2023-11
Sevier Valley Hospital,5847,1000 North Main Street,Richfield,UT,Met Requirements,2023-05
Shannon South,5596,3501 Knickerbocker Road,San Angelo,TX,Warning Notice,2023-03
Shannon South,5596,3501 Knickerbocker Road,San Angelo,TX,Closure Notice,2023-06
Sharon Regional Health System,5863,740 East State Street,Sharon,PA,Warning Notice,2021-06
Sharon Regional Health System,5863,740 East State Street,Sharon,PA,CAP Request,2021-12
Sharon Regional Health System,5863,740 East State Street,Sharon,PA,Closure Notice,2022-01
Sharp Grossmont Hospital,2415,5555 Grossmont Center Drive,La Mesa,CA,Warning Notice,2023-05
Sharp Grossmont Hospital,2415,5555 Grossmont Center Drive,La Mesa,CA,Closure Notice,2023-09
Sharp Memorial Hospital,5868,7901 Frost Street,San Diego,CA,Warning Notice,2021-06
Sharp Memorial Hospital,5868,7901 Frost Street,San Diego,CA,CAP Request,2021-12
Sharp Memorial Hospital,5868,7901 Frost Street,San Diego,CA,Closure Notice,2022-03
Shelby Baptist Medical Center,5872,"1000 First Street, North",Alabaster,AL,Warning Notice,2023-06
Shelby Baptist Medical Center,5872,"1000 First Street, North",Alabaster,AL,Closure Notice,2023-09
Sheridan Memorial Hospital,5891,1401 West 5th Street,Sheridan,WY,Met Requirements,2023-02
ShorePoint Health Port Charlotte,567,2500 Harbor Blvd,Port Charlotte,FL,Met Requirements,2023-01
ShorePoint Health Punta Gorda,568,809 E Marion Ave,Punta Gorda,FL,Met Requirements,2023-01
ShorePoint Health Venice,7215,540 The Rialto,Venice,FL,Met Requirements,2023-03
Shriners Hospital For Children - Boston,5898,51 Blossom St,Boston,MA,Warning Notice,2021-08
Shriners Hospital For Children - Boston,5898,51 Blossom St,Boston,MA,CAP Request,2022-05
Shriners Hospital For Children - Boston,5898,51 Blossom St,Boston,MA,Closure Notice,2023-03
Shriners Hospital For Children - Portland,5902,3101 SW Sam Jackson Park Road,Portland,OR,Warning Notice,2023-03
Shriners Hospital For Children - Portland,5902,3101 SW Sam Jackson Park Road,Portland,OR,Closure Notice,2023-07
Sibley Memorial Hospital,5911,5255 Loughboro Road Nw,Washington,DC,Warning Notice,2023-04
Sibley Memorial Hospital,5911,5255 Loughboro Road Nw,Washington,DC,Closure Notice,2023-08
Sierra Nevada Memorial Hospital,5915,155 Glasson Way,Grass Valley,CA,Met Requirements,2022-12
Sierra Vista Hospital,5919,800 East Ninth Ave,Truth Or Consequences,NM,Met Requirements,2023-03
Sierra Vista Regional Medical Center,5922,1010 Murray Street,San Luis Obispo,CA,Warning Notice,2023-05
Sierra Vista Regional Medical Center,5922,1010 Murray Street,San Luis Obispo,CA,CAP Request,2023-08
Sierra Vista Regional Medical Center,5922,1010 Murray Street,San Luis Obispo,CA,Closure Notice,2023-09
Silver Cross Hospital,5927,1900 Silver Cross Blvd,New Lenox,IL,Warning Notice,2023-03
Silver Cross Hospital,5927,1900 Silver Cross Blvd,New Lenox,IL,Closure Notice,2023-05
Simpson General Hospital,5933,"1842 Simpson, Highway 149",Mendenhall,MS,Warning Notice,2023-03
Simpson General Hospital,5933,"1842 Simpson, Highway 149",Mendenhall,MS,Closure Notice,2023-06
Sisters Of Charity Hospital,5942,2157 Main St,Buffalo,NY,Warning Notice,2021-07
Sisters Of Charity Hospital,5942,2157 Main St,Buffalo,NY,Closure Notice,2022-01
Sky Ridge Medical Center,5951,10101 Ridgegate Pkwy,Lone Tree,CO,Warning Notice,2021-09
Sky Ridge Medical Center,5951,10101 Ridgegate Pkwy,Lone Tree,CO,CAP Request,2022-11
Sky Ridge Medical Center,5951,10101 Ridgegate Pkwy,Lone Tree,CO,Closure Notice,2023-07
Skyline Health,5952,211 Skyline Dr,White Salmon,WA,Met Requirements,2023-02
Slidell Memorial Hospital,5955,1001 Gause Blvd,Slidell,LA,Warning Notice,2021-08
Slidell Memorial Hospital,5955,1001 Gause Blvd,Slidell,LA,CAP Request,2022-03
Slidell Memorial Hospital,5955,1001 Gause Blvd,Slidell,LA,Closure Notice,2022-04
Sonoma Valley Hospital,5974,347 Andrieux Street,Sonoma,CA,Warning Notice,2023-01
Sonoma Valley Hospital,5974,347 Andrieux Street,Sonoma,CA,Closure Notice,2023-05
South Baldwin Regional Medical Center,5976,1613 North McKenzie Street,Foley,AL,Met Requirements,2023-02
South County Health,5987,100 Kenyon Ave,Wakefield,RI,Warning Notice,2023-05
South County Health,5987,100 Kenyon Ave,Wakefield,RI,Closure Notice,2023-08
South Florida Baptist Hospital,5988,301 N Alexander St,Plant City,FL,Warning Notice,2021-09
South Florida Baptist Hospital,5988,301 N Alexander St,Plant City,FL,CAP Request,2022-07
South Florida Baptist Hospital,5988,301 N Alexander St,Plant City,FL,Closure Notice,2023-06
South Lincoln Medical Center,5995,711 Onyx Street,Kemmerer,WY,Met Requirements,2023-03
South Lyon Medical Center,5996,213 South Whitacre,Yerington,NV,Warning Notice,2023-03
South Lyon Medical Center,5996,213 South Whitacre,Yerington,NV,CAP Request,2023-07
South Lyon Medical Center,5996,213 South Whitacre,Yerington,NV,Closure Notice,2023-08
South Peninsula Hospital,6002,4300 Bartlett Street,Homer,AK,Warning Notice,2023-02
South Peninsula Hospital,6002,4300 Bartlett Street,Homer,AK,Closure Notice,2023-05
South Sunflower County Hospital,6007,121 East Baker Street,Indianola,MS,Met Requirements,2023-02
South Texas Health System McAllen,3733,301 West Expressway 83,Mcallen,TX,Met Requirements,2023-03
South Texas Spine And Surgical Hospital,6010,18600 North Hardy Oak Boulevard,San Antonio,TX,Warning Notice,2023-03
South Texas Spine And Surgical Hospital,6010,18600 North Hardy Oak Boulevard,San Antonio,TX,Closure Notice,2023-06
South Texas Surgical Hospital,6011,6130 Parkway Drive,Corpus Christi,TX,Warning Notice,2023-01
South Texas Surgical Hospital,6011,6130 Parkway Drive,Corpus Christi,TX,Closure Notice,2023-05
Southern Coos Hospital & Health Center,6038,900 11th Street SE,Bandon,OR,Warning Notice,2023-02
Southern Coos Hospital & Health Center,6038,900 11th Street SE,Bandon,OR,Closure Notice,2023-05
Southern Hills Hospital & Medical Center,6040,9300 West Sunset Road,Las Vegas,NV,Warning Notice,2023-07
Southern Hills Hospital & Medical Center,6040,9300 West Sunset Road,Las Vegas,NV,Closure Notice,2023-11
Southern Maine Health Care,6044,1 Medical Center Drive,Biddeford,ME,Met Requirements,2023-04
Southern New Hampshire Medical Center,6046,8 Prospect Street,Nashua,NH,Warning Notice,2021-08
Southern New Hampshire Medical Center,6046,8 Prospect Street,Nashua,NH,Closure Notice,2022-03
Southern Ocean Medical Center,6047,1140 State Route 72 West,Manahawkin,NJ,Warning Notice,2022-08
Southern Ocean Medical Center,6047,1140 State Route 72 West,Manahawkin,NJ,Closure Notice,2023-02
Southern Tennessee Regional Health System Lawrenceburg,6052,1607 S Locust Avenue,Lawrenceburg,TN,Warning Notice,2023-05
Southern Tennessee Regional Health System Lawrenceburg,6052,1607 S Locust Avenue,Lawrenceburg,TN,Closure Notice,2023-08
Southwest General Health Center,6062,18697 Bagley Road,Middleburg Heights,OH,Warning Notice,2023-06
Southwest General Health Center,6062,18697 Bagley Road,Middleburg Heights,OH,Closure Notice,2023-09
Southwest Health,6066,1400 Eastside Road,Platteville,WI,Warning Notice,2023-02
Southwest Health,6066,1400 Eastside Road,Platteville,WI,CAP Request,2023-05
Southwest Health,6066,1400 Eastside Road,Platteville,WI,Closure Notice,2023-06
Southwest Medical Center,6072,315 West 15th Street,Liberal,KS,Warning Notice,2023-04
Southwest Medical Center,6072,315 West 15th Street,Liberal,KS,Closure Notice,2023-08
Spalding Rehabilitation Hospital - Aurora,6087,900 Potomac Street,Aurora,CO,CAP Request,2023-07
Spalding Rehabilitation Hospital - Aurora,6087,900 Potomac Street,Aurora,CO,Closure Notice,2023-09
Spanish Peaks Regional Health Center,6088,23500 U.S. Highway 160,Walsenburg,CO,Warning Notice,2023-04
Spanish Peaks Regional Health Center,6088,23500 U.S. Highway 160,Walsenburg,CO,Closure Notice,2023-08
Spartanburg  Medical Center,6099,101 E Wood St,Spartanburg,SC,Warning Notice,2021-08
Spartanburg  Medical Center,6099,101 E Wood St,Spartanburg,SC,CAP Request,2022-05
Spartanburg  Medical Center,6099,101 E Wood St,Spartanburg,SC,Closure Notice,2022-10
Spotsylvania Regional Medical Center,6129,4600 Spotsylvania Parkway,Fredericksburg,VA,Met Requirements,2023-12
Spring Mountain Sahara,6133,5460 West Sahara Ave,Las Vegas,NV,Warning Notice,2023-03
Spring Mountain Sahara,6133,5460 West Sahara Ave,Las Vegas,NV,CAP Request,2023-06
Spring Mountain Sahara,6133,5460 West Sahara Ave,Las Vegas,NV,Closure Notice,2023-10
Spring Mountain Treatment Center,6134,7000 West Spring Mountain Road,Las Vegas,NV,Warning Notice,2023-02
Spring Mountain Treatment Center,6134,7000 West Spring Mountain Road,Las Vegas,NV,Closure Notice,2023-12
Spring Valley Hospital Medical Center,6135,5400 South Rainbow Boulevard,Las Vegas,NV,Warning Notice,2023-01
Spring Valley Hospital Medical Center,6135,5400 South Rainbow Boulevard,Las Vegas,NV,Closure Notice,2023-04
Springfield Hospital,6139,25 Ridgewood Rd,Springfield,VT,Warning Notice,2023-03
Springfield Hospital,6139,25 Ridgewood Rd,Springfield,VT,CAP Request,2023-06
Springfield Hospital,6139,25 Ridgewood Rd,Springfield,VT,Closure Notice,2023-10
Springfield Memorial Hospital,3894,701 N First St,Springfield,IL,Warning Notice,2023-02
Springfield Memorial Hospital,3894,701 N First St,Springfield,IL,CAP Request,2023-05
Springfield Memorial Hospital,3894,701 N First St,Springfield,IL,Closure Notice,2023-08
Springhill Medical Center,6144,2001 Doctors Dr,Springhill,LA,Warning Notice,2023-06
Springhill Medical Center,6144,2001 Doctors Dr,Springhill,LA,Closure Notice,2023-09
SSM Health Cardinal Glennon Children's Hospital,6147,1465 South Grand Boulevard,St. Louis,MO,Met Requirements,2023-06
SSM Health DePaul Hospital - St Louis,6148,12303 Depaul Drive,Bridgeton,MO,Warning Notice,2021-08
SSM Health DePaul Hospital - St Louis,6148,12303 Depaul Drive,Bridgeton,MO,Closure Notice,2022-02
SSM Health Good Samaritan Hospital - Mt Vernon,2306,1 Good Samaritan Way,Mt. Vernon,IL,Warning Notice,2023-04
SSM Health Good Samaritan Hospital - Mt Vernon,2306,1 Good Samaritan Way,Mt. Vernon,IL,Closure Notice,2023-08
SSM Health Ripon Community Hospital,5358,845 Parkside St,Ripon,WI,Met Requirements,2023-06
SSM Health Saint Joseph Hospital-Saint Charles,6162,300 1st Capitol Drive,St. Charles,MO,Warning Notice,2021-08
SSM Health Saint Joseph Hospital-Saint Charles,6162,300 1st Capitol Drive,St. Charles,MO,Closure Notice,2022-02
SSM Health Saint Louis University Hospital,6156,1201 S Grand Blvd,St. Louis,MO,Warning Notice,2021-08
SSM Health Saint Louis University Hospital,6156,1201 S Grand Blvd,St. Louis,MO,Closure Notice,2022-02
SSM Health St Clare Hospital - Baraboo,6155,707 14th St,Baraboo,WI,Warning Notice,2023-04
SSM Health St Clare Hospital - Baraboo,6155,707 14th St,Baraboo,WI,Closure Notice,2023-08
SSM Health St Clare Hospital - Fenton,6161,1015 Bowles Ave,Fenton,MO,Warning Notice,2021-08
SSM Health St Clare Hospital - Fenton,6161,1015 Bowles Ave,Fenton,MO,Closure Notice,2022-02
SSM Health St Marys Hospital - St Louis,6160,6420 Clayton Road,Saint Louis,MO,Warning Notice,2021-06
SSM Health St Marys Hospital - St Louis,6160,6420 Clayton Road,Saint Louis,MO,Closure Notice,2021-12
SSM Health St. Agnes Hospital - Fond du Lac,6165,430 E Divison St,Fond Du Lac,WI,Warning Notice,2023-07
SSM Health St. Agnes Hospital - Fond du Lac,6165,430 E Divison St,Fond Du Lac,WI,Closure Notice,2023-11
SSM Health St. Anthony Hospital - Midwest,180,2825 Parklawn Drive,Midwest City,OK,Met Requirements,2023-05
Ssm Health St. Anthony Hospital-Oklahoma City,6153,1000 North Lee Street,Oklahoma City,OK,Warning Notice,2021-08
Ssm Health St. Anthony Hospital-Oklahoma City,6153,1000 North Lee Street,Oklahoma City,OK,Closure Notice,2022-02
SSM Health St. Mary's Hospital - Jefferson City,6158,2505 Mission Dr,Jefferson City,MO,Met Requirements,2023-05
SSM Health St. Mary's Hospital Janesville,6152,3400 East Racine Street,Janesville,WI,Met Requirements,2023-05
SSM Health Waupun Memorial Hospital,7337,620 West Brown Street,Waupun,WI,Met Requirements,2023-05
St David's Georgetown Hospital,6194,2000 Scenic Dr,Georgetown,TX,Met Requirements,2023-12
St Elizabeth Youngstown Hospital,6197,1044 Belmont Avenue,Youngstown,OH,Met Requirements,2023-05
St Francis Medical Center,772,13710 St. Francis Boulevard,Midlothian,VA,Warning Notice,2021-09
St Francis Medical Center,772,13710 St. Francis Boulevard,Midlothian,VA,CAP Request,2022-07
St Francis Medical Center,772,13710 St. Francis Boulevard,Midlothian,VA,Closure Notice,2023-01
St Joseph's Health Hospital,6244,301 Prospect Avenue,Syracuse,NY,Met Requirements,2023-09
St Margarets Hospital,6266,600 E 1st St,Spring Valley,IL,Warning Notice,2021-09
St Margarets Hospital,6266,600 E 1st St,Spring Valley,IL,Closure Notice,2022-07
St Mary's Medical Center,6283,2900 1st Avenue,Huntington,WV,Warning Notice,2021-08
St Mary's Medical Center,6283,2900 1st Avenue,Huntington,WV,CAP Request,2022-03
St Mary's Medical Center,6283,2900 1st Avenue,Huntington,WV,Closure Notice,2022-04
St. Anne Hospital,2665,16251 Sylvester Road Southwest,Burien,WA,Met Requirements,2023-02
St. Anthony Regional Hospital,6322,311 South Clark Street,Carroll,IA,Met Requirements,2023-03
St. Bernards Medical Center,6326,225 East Washington Avenue,Jonesboro,AR,Met Requirements,2023-06
St. Clair Hospital,6190,1000 Bower Hill Road,Pittsburgh,PA,Warning Notice,2023-02
St. Clair Hospital,6190,1000 Bower Hill Road,Pittsburgh,PA,Closure Notice,2023-05
St. Clare Hospital,6332,11315 Bridgeport Way Southwest,Lakewood,WA,Met Requirements,2023-04
St. Cloud Hospital,6191,1406 Sixth Avenue North,St. Cloud,MN,Warning Notice,2022-12
St. Cloud Hospital,6191,1406 Sixth Avenue North,St. Cloud,MN,Closure Notice,2023-04
St. David's North Austin Medical Center,4423,12221 N MoPac Expressway,Austin,TX,Warning Notice,2023-07
St. David's North Austin Medical Center,4423,12221 N MoPac Expressway,Austin,TX,Closure Notice,2023-10
St. David's Round Rock Medical Center,5454,2400 Round Rock Avenue,Round Rock,TX,Met Requirements,2023-12
St. David's South Austin Medical Center,6335,901 West Ben White Boulevard,Austin,TX,Warning Notice,2023-07
St. David's South Austin Medical Center,6335,901 West Ben White Boulevard,Austin,TX,Closure Notice,2023-11
St. David's Surgical Hospital,6195,1201 W Louis Henna Blvd,Austin,TX,Warning Notice,2021-05
St. David's Surgical Hospital,6195,1201 W Louis Henna Blvd,Austin,TX,CAP Request,2021-10
St. David's Surgical Hospital,6195,1201 W Louis Henna Blvd,Austin,TX,Closure Notice,2023-07
St. Dominic's Hospital,6336,969 Lakeland Drive,Jackson,MS,Warning Notice,2021-07
St. Dominic's Hospital,6336,969 Lakeland Drive,Jackson,MS,Closure Notice,2022-01
St. Dominic's Hospital,6336,969 Lakeland Drive,Jackson,MS,Met Requirements,2023-07
St. Elizabeth Community Hospital,6338,2550 Sister Mary Columba Drive,Red Bluff,CA,Warning Notice,2021-08
St. Elizabeth Community Hospital,6338,2550 Sister Mary Columba Drive,Red Bluff,CA,Closure Notice,2022-04
St. Elizabeth's Medical Center,6348,736 Cambridge Street,Brighton,MA,Warning Notice,2021-08
St. Elizabeth's Medical Center,6348,736 Cambridge Street,Brighton,MA,Closure Notice,2022-04
St. Francis Hospital,6350,34515 9th Avenue South,Federal Way,WA,Met Requirements,2023-04
St. John's Hospital Camarillo,6364,2309 Antonio Avenue,Camarillo,CA,Met Requirements,2022-12
St. John's Riverside Hospital Andrus Pavilion,7638,967 North Broadway,Yonkers,NY,CAP Request,2023-07
St. John's Riverside Hospital Andrus Pavilion,7638,967 North Broadway,Yonkers,NY,Closure Notice,2023-10
St. Joseph Hospital,6220,172 Kinsley St,Nashua,NH,Warning Notice,2023-03
St. Joseph Hospital,6220,172 Kinsley St,Nashua,NH,Closure Notice,2023-06
St. Joseph Hospital - Orange,6370,1100 West Stewart Drive,Orange,CA,Met Requirements,2023-05
St. Joseph Hospital Eureka,6369,2700 Dolbeer Street,Eureka,CA,Warning Notice,2023-06
St. Joseph Hospital Eureka,6369,2700 Dolbeer Street,Eureka,CA,Closure Notice,2023-09
St. Joseph Medical Center,6372,1401 St Joseph Parkway,Houston,TX,Warning Notice,2021-09
St. Joseph Medical Center,6372,1401 St Joseph Parkway,Houston,TX,CAP Request,2022-07
St. Joseph Medical Center,6372,1401 St Joseph Parkway,Houston,TX,Closure Notice,2023-01
St. Joseph Medical Center,6373,1717 South J St,Tacoma,WA,Met Requirements,2023-04
St. Joseph Medical Center,6225,2500 Bernville Rd,Reading,PA,Warning Notice,2023-05
St. Joseph Medical Center,6225,2500 Bernville Rd,Reading,PA,Closure Notice,2023-08
St. Joseph's Hospital,6378,12886 Troxler Avenue,Highland,IL,Warning Notice,2021-06
St. Joseph's Hospital,6378,12886 Troxler Avenue,Highland,IL,CAP Request,2021-12
St. Joseph's Hospital,6378,12886 Troxler Avenue,Highland,IL,Closure Notice,2022-01
St. Joseph's Hospital,981,350 North Wilmot Road,Tucson,AZ,Met Requirements,2023-07
St. Luke's Boise Medical Center,2414,190 East Bannock Street,Boise,ID,Warning Notice,2023-02
St. Luke's Boise Medical Center,2414,190 East Bannock Street,Boise,ID,CAP Request,2023-06
St. Luke's Boise Medical Center,2414,190 East Bannock Street,Boise,ID,Closure Notice,2023-08
St. Luke's Health -The Woodlands Hospital,6408,17200 St Lukes Way,The Woodlands,TX,Met Requirements,2023-02
St. Luke's Hospital,6392,232 South Woods Mill Road,Chesterfield,MO,Warning Notice,2023-06
St. Luke's Hospital,6392,232 South Woods Mill Road,Chesterfield,MO,CAP Request,2023-10
St. Luke's Hospital,6392,232 South Woods Mill Road,Chesterfield,MO,Closure Notice,2023-11
St. Luke's Magic Valley Medical Center,6808,801 Pole Line Road W.,Twin Falls,ID,Warning Notice,2023-03
St. Luke's Magic Valley Medical Center,6808,801 Pole Line Road W.,Twin Falls,ID,CAP Request,2023-06
St. Luke's Magic Valley Medical Center,6808,801 Pole Line Road W.,Twin Falls,ID,Closure Notice,2023-09
St. Mary Medical Center,6267,1201 Langhorne-newtown Road,Langhorne,PA,Met Requirements,2023-08
St. Mary's Hospital,6465,701 Lewiston St,Cottonwood,ID,Met Requirements,2023-05
